212F30	3007
276123	9992
276124	9976
276126	990D
276127	998B
27612C	9A6C
27612D	51AF
27612E	9A6D
27612F	9A70
276130	9A6E
276131	9A6F
276132	9A73
276133	9A7B
276134	9A7C
276135	9A7E
276136	9A77
276137	9A76
276138	9A79
276139	9A78
27613A	9A7D
27613B	9A87
27613C	9A86
27613D	9A8B
27613E	9A8F
27613F	9A88
276140	9A91
276141	9A97
276142	9A9B
276143	9A9E
276144	817E
276145	9A9A
276146	9AA0
276147	9A71
276148	84E6
276149	9AA1
27614A	9A84
27614B	60CA
27614C	9A7F
27614D	9A8C
27614E	9AA4
27614F	9A74
276150	9AA5
276151	9A8A
276153	80AE
276158	9AC5
27615A	4F53
27615B	810F
27615F	53D1
276163	677E
276164	80E1
276165	987B
276166	9B13
276167	6597
276168	95F9
27616A	90C1
276173	9B47
276174	9C7C
276175	9C7F
276176	9C81
276177	9C8D
276178	9C9B
276179	9C9C
27617A	9C94
27617B	9CA8
27617C	9CA4
27617D	9CB8
27617E	9CB3
276221	9CC3
276222	9CC5
276223	9CAB
276224	9CCD
276225	9CCF
276226	9CA2
276227	9CD4
276228	9CD7
276229	9CDD
27622A	9CDE
27622B	9CDC
27622C	9CD6
27622E	9C88
27622F	9E1F
276230	9E20
276231	9E22
276232	9E23
276233	51E4
276234	9E29
276235	9E26
276236	9E35
276237	9E2A
276238	9E2D
276239	9E2F
27623A	9E33
27623C	9E3F
27623D	9E3D
27623E	9E49
27623F	9E43
276240	9E44
276241	9E45
276242	9E51
276243	9E4A
276244	9E4C
276245	9E4F
276246	9E64
276247	83BA
276248	9E5E
276249	9E67
27624A	9E25
27624B	9E36
27624C	9E70
27624D	9E6D
27624E	9E66
27624F	9E3E
276250	54B8
276251	76D0
276252	7877
276256	4E3D
27625B	9EA6
27625C	9EB8
27625E	9762
276260	4E48
27626A	70B9
27626F	515A
276272	9EE9
276276	51AC
27627D	9F50
27627E	658E
276321	9F7F
276322	9F83
276324	9F84
276325	9F88
276326	9F87
276327	9F89
276328	9F8A
276329	9F8C
27632A	9F8B
27632B	9F99
27632C	9F9A
27632D	9F9F
276649	4F1C
276775	4F65
27677C	4F1B
276822	507B
276842	507E
276871	4FAA
276944	50A9
276948	50A5
276B3E	522D
276B5B	5250
276B5F	672D
276B79	523F
276B7A	523D
276D2E	5326
276D6D	538D
276E2A	53A3
276F69	5459
277030	5457
277169	5522
277234	551B
277239	54D4
277255	54D3
277258	6076
277267	5452
277272	54D2
27727A	54D5
27727E	54D9
277328	54DC
277345	556E
27734C	5456
27735A	55BE
277360	5181
27742E	56F5
277638	57AD
27767A	57DA
277742	57D8
277745	57D9
277748	57B2
27785A	5785
27785E	5786
277954	5956
277B3C	5A05
277C24	5A32
277C36	59AB
277D2B	5A06
277D40	5AF1
277D48	5AD2
277D74	5A08
28232B	5C66
282441	5C98
282458	5D03
28255A	5D5D
282569	5D02
282577	5CE4
282626	5CC4
282632	5D58
282647	5CBF
282659	5DEF
282736	5E0F
282747	5E3B
28275F	5E31
282868	5E91
282951	5F2A
282D34	607D
282D5E	607A
282D74	6004
282D77	60AD
282D79	60AB
282E4C	6126
282E52	6003
282E5C	603F
282E79	6079
282E7E	603C
282F43	6206
282F47	620B
282F66	6217
28336F	629F
28337B	62A0
28342C	63BA
28342E	63BC
283457	63B8
283462	6322
283466	63FF
28352A	6448
283542	64B7
283546	6445
28355B	6484
283561	64BA
28356D	6512
283671	6593
283955	6619
28395C	6654
283B22	4E2B
283B7D	53F0
283D30	67A7
283D6E	67A8
283F30	6966
283F5C	6769
284027	6864
284056	6920
28405E	67FD
284140	6861
28422B	6A2F
284257	68BC
284333	680E
284335	6A7C
284337	6987
284339	680A
28433A	69E0
284340	67A5
284345	680C
284350	68C2
284359	6989
284366	6924
284539	6B9A
284642	6BF5
28464C	6BE1
284651	6C07
284668	6C29
284934	6D43
284971	6D9E
284B28	6D48
284B43	8365
284C2E	6D52
284C41	6CA4
284C62	988D
284D27	6D9D
284D2B	6D54
284D49	6DA0
284D58	6CA9
284D59	6ED7
284E30	6E11
284E3E	6CF6
284E41	6F4B
284E42	6D4D
284E62	6F4D
284E66	6EE2
284F26	6CF7
284F39	6CF8
284F5D	6CA3
284F61	6EE0
284F6B	6F13
284F7D	704F
285029	6EDF
285150	70C3
285252	709C
285323	8367
28533C	709D
285424	70E8
28544F	70EC
28575E	72B8
28575F	72F2
28582B	7303
285836	7315
285A47	73AE
285B21	740F
285C3A	748E
285C40	74D2
285D6B	7572
285E7A	75D6
285F48	7617
285F5E	7618
285F6F	7605
28602B	762A
286032	75AC
286037	763F
28603A	75C8
286222	7726
286272	770D
28632C	7751
28645A	7817
286460	7856
286540	7800
28656A	789B
286577	789C
286622	7857
286655	783B
286A3C	7AAD
286B7C	7B15
286C58	7BA7
286D47	7BA6
286D54	7B5A
286E56	7BA8
286E68	7B3E
286E69	7C16
287022	7CC1
28702E	56E2
287030	7C9D
287035	7C74
287042	7EA1
287045	7EA8
28704A	7EBE
287061	7EC0
287062	7EC1
287065	7EC2
28706A	7ED0
287130	7EDB
287134	7ED7
287139	7EE8
287144	7EE0
28714D	7EE1
287161	7EFB
287167	7EEF
287174	7EF2
287178	7EF6
28717D	7EFA
287229	7F17
28722A	7F02
287231	7F03
287236	7F07
28723C	7F08
28723E	7F0C
287247	7F11
287248	7F0F
287251	7F1F
287253	7F12
28725D	7F1C
28725E	7F19
28725F	7F1B
287269	7EC9
287271	7EA4
287272	7F21
287275	7D77
287279	7F25
287321	7F26
28732D	7F2F
287349	7F30
28734E	7F32
287351	7F33
287352	7F34
287359	7F31
28735D	7EA9
287360	7F2C
28736D	624D
287374	7F35
28742E	7F42
287431	575B
287472	7F74
287531	7F9F
287655	8027
287739	8069
28773F	804D
287855	80EB
28786E	80E8
287941	8136
287A56	8114
287E61	82CC
29233C	836D
29233D	836E
292375	83B3
292433	8298
29243A	83BC
29247D	835C
292524	848C
29252D	8311
292535	82C1
292546	8368
29254B	835B
29255A	8487
292564	8489
292567	836C
292571	835E
292574	83B8
292577	8297
292633	84E3
292651	84DF
292657	835F
292658	83B6
292661	8360
292668	8369
292752	830F
292765	82C8
292768	8572
29282A	8539
292840	84E0
292A2F	86F1
292A34	86AC
292B55	86F3
292B6E	86F0
292C4C	866E
292C55	86CF
292C5D	867F
292C61	86F4
292C64	877E
292D51	8511
292F60	88E2
292F72	88E5
29302D	88E3
293032	7962
293066	89C7
29306F	89CB
29307D	89CF
29312B	89D1
293132	89CC
293160	89EF
29322A	8BB5
29323B	8BCE
29323C	8BD2
29324F	8BD6
293250	8BD3
293256	8BE9
29325D	8BD4
29325E	8BDC
293271	8BEE
29327E	8C07
293325	8BF9
29332C	8BFC
293336	8BE4
293338	8BFD
29333B	8C00
293340	8C02
293344	8C19
293345	8BE8
29334E	8C0C
293357	8C14
293359	8C11
29335D	8C16
293362	8C1D
293373	8C21
29337A	8BCC
29337D	8C27
293430	8BB4
293438	8C29
29344D	8C2E
293459	8C2F
293468	8C35
29352D	8C30
293537	8C20
293539	8C33
29364E	8D33
293651	8D36
29365F	8D47
29366A	8D53
29366B	8D55
293670	8D49
29367E	8D59
293725	8D3D
293726	8D5C
29373A	8D46
293866	8DB1
293A2E	8DC4
293A40	8DF8
293A46	8E70
293A57	8DFB
293A5E	8DF9
293A5F	8DDE
293A60	8E2C
293A6B	8E7F
293A70	8E9C
293B3E	8F71
293B3F	8F7A
293B42	8F75
293B47	8F77
293B4F	8F78
293B59	8F82
293B5B	8F81
293B6B	8F8B
293B6D	8F8A
293B7A	8F8F
293C30	8F98
293C57	8F79
293C5A	8F73
293D4E	8FF8
293F23	90CF
293F4C	90D3
293F5A	90E7
293F5C	90AC
294021	90F8
29402B	90BA
29402C	90D0
294031	909D
294040	90E6
29415C	917E
29415D	917D
294161	9487
294162	9486
294163	948C
294164	948B
29416A	948D
29416B	948E
294179	9492
294221	9495
294222	9490
294223	94AD
294224	94AA
294225	94AB
294228	94AC
294231	94AF
294237	949B
29424B	94A3
294251	94C8
294252	94C9
294254	94CB
294255	94CA
294258	94B0
29425C	94CC
29425F	94B6
294260	94B7
294261	94B2
294264	94BA
29426D	94CD
29426F	94BD
294274	94BF
29432B	94C6
29432F	94F3
294331	94F1
294335	94F5
294340	94D6
294343	94D2
294346	94D1
294349	94D5
29434F	94DE
294350	94DF
294355	94EB
294358	94EF
294359	94E5
29435B	94E3
294362	94EA
294364	94F7
29436A	9512
29436C	950D
294371	94FD
294372	9513
294375	9514
29437D	94D8
294427	94D7
29442B	9503
29442D	94A1
29442E	9502
294435	950A
29443E	94E4
294440	9506
294441	9507
29444D	952B
294457	9529
294458	952C
29445B	9516
294466	9515
294469	94FC
29446D	951B
294471	951D
294472	951E
294474	951F
294475	9494
294478	9522
294531	9528
294532	9531
29454D	9534
29454E	9545
294551	9517
29455E	94E1
294564	9536
294567	9537
294568	9518
29456F	9538
29457A	9550
294621	9553
294628	9552
294629	84E5
29462D	9549
294642	94E0
294647	954F
29464A	953C
294656	955B
29465A	955F
294662	956A
294666	933E
29467C	9546
29472F	94E9
294732	94F4
294734	9566
29473C	9568
29473E	94F9
29474D	956B
294750	950E
294751	950F
294758	9561
29475E	9562
294760	9563
294767	94E7
294769	9564
294774	9571
29483E	9554
29483F	9572
29484A	956C
29485C	9565
294869	9567
29486F	9569
294871	954A
294936	95F3
294942	9606
294944	9603
294948	960F
294949	9608
29494D	9609
29494F	960A
294950	960C
294952	960D
29495A	9612
294960	9619
294969	961A
29496F	95FC
294A44	9655
294A46	9649
294C76	9753
294E43	97AF
294E54	97EA
294E5C	97EB
294E79	9878
294E7B	9883
294F23	9880
294F2C	988F
294F6B	98A1
294F77	989F
295021	98A2
295029	98A5
295030	989E
295031	98A7
295053	98D9
29506C	996B
295132	997D
295153	9967
295166	9969
29516A	9990
29516D	9991
295170	998D
295172	9994
295175	9993
295222	98E8
295263	9A75
295269	9A80
29533D	9A90
295340	9A92
295347	9A93
29535A	9A9F
295360	9A98
295369	9A7A
29536A	9A9D
295370	9A9C
295379	9A96
29537A	9AA2
295421	9AA3
295422	9A81
295427	9A85
295433	9AA7
29546D	9ACB
29556C	960B
295574	9604
29563C	9B49
29565D	9C82
295721	9C86
295729	9C87
29572B	9C90
295731	9C8B
295739	9C9E
29573C	9C91
29573D	9C92
295742	9C95
295756	9CA9
29575F	9CA0
29576E	9CA7
29577A	9CAD
29577C	9CB0
295822	9CAE
295825	9CBA
295827	9CB2
295828	9CB4
29582C	9CB1
29582D	9CB7
29582F	9CB5
295831	9CB6
295834	9CBB
29583E	9CCA
29584B	9CBD
295854	9CC4
295859	9CC6
29585C	9CC7
29586A	9CCB
29586E	9CA5
295871	9CCE
295921	9CD9
295925	9CCC
295928	9CD5
295929	9CA3
29592A	9CD3
295932	9CD8
295938	9CDF
29593A	9C85
29593B	9C9F
295940	9CBC
29594F	9CE2
295955	9C8E
295958	9C9A
29596B	9CA1
295A28	9E28
295A44	9E32
295A48	9E31
295A59	9E38
295A65	9E39
295A68	9E3A
295A70	9E48
295A75	9E41
295B2A	9E46
295B35	9E2B
295B52	9E4E
295B59	9E5C
295B5C	9E5B
295B60	9E55
295B6B	9E57
295B6C	9E4B
295B77	9E63
295B79	9E5A
295C28	9E58
295C3E	9E37
295C47	9E68
295C49	9E47
295C57	9E6B
295C5B	9E6C
295C65	9E69
295C6C	9E6A
295D29	9E71
295D36	9E2C
295D3A	9E73
295D3B	9E42
295D3C	5364
295D42	9E7E
295E6A	9EEA
295E7A	9EFE
295E7C	9F0B
295F2B	9F0D
295F7B	9F51
295F7C	9F80
296028	9F86
29602B	9F85
296062	9F9B
2D3021	5F0C
2D302D	4E17
2D3032	7ADD
2D3045	4E57
2D3051	5F0D
2D3053	4E3C
2D3058	4E9C
2D305B	4EBE
2D3061	4EB0
2D306C	8B8E
2D3132	4ECF
2D313A	62BB
2D3140	4F32
2D3147	5002
2D314C	5008
2D315F	4FA3
2D3164	7AE2
2D3165	349E
2D3177	5E78
2D3224	7B87
2D3251	510C
2D3253	50E3
2D325F	50BB
2D3261	5039
2D3263	4FAD
2D3272	706E
2D3279	514E
2D3324	634C
2D332A	4E0C
2D3332	5190
2D334F	5202
2D3356	5211
2D335F	52B5
2D3366	5234
2D336B	5C05
2D3372	5265
2D3377	8CF8
2D3421	5294
2D3428	5226
2D342E	8274
2D3436	52F3
2D343C	52A2
2D343D	52E7
2D3453	758B
2D3457	62FE
2D3458	4EDF
2D345B	6607
2D345D	5349
2D3464	613D
2D346A	5918
2D346E	5373
2D3473	5374
2D3539	52FE
2D353C	6B62
2D3543	4EDD
2D3547	55AB
2D3556	7343
2D355C	5434
2D356A	8A36
2D3571	546A
2D3622	8AEE
2D362A	95A7
2D3632	8A7B
2D3642	6B38
2D3644	5557
2D3661	6199
2D3730	751E
2D3748	8B5F
2D3749	5650
2D3758	54BD
2D3765	8086
2D3768	56EC
2D376F	5700
2D377C	962C
2D3821	962F
2D3830	573B
2D383F	575A
2D384A	5872
2D3852	51A2
2D3854	5896
2D386E	58CA
2D3876	58F7
2D3877	5900
2D3921	591F
2D3929	6B80
2D392F	7287
2D3931	67F0
2D3932	7AD2
2D3944	511E
2D394D	59AC
2D3954	7385
2D3956	59D9
2D396E	4F84
2D3970	5A63
2D3974	5B43
2D397B	5A31
2D3A26	5A3F
2D3A2F	58FB
2D3A41	5AFA
2D3A47	5ACB
2D3A60	6588
2D3B27	51A8
2D3B2A	5EBD
2D3B33	8A67
2D3B3F	5C02
2D3B40	5C06
2D3B52	6EBA
2D3B54	5C4A
2D3B6E	5D17
2D3B77	5CE9
2D3B78	5CEF
2D3B79	5D8B
2D3B7B	5D08
2D3C21	57FC
2D3C22	5D10
2D3C26	5D18
2D3C36	5DE3
2D3C38	9245
2D3C49	83F7
2D3C5F	6A66
2D3C61	5E47
2D3C65	79CA
2D3C6A	51FC
2D3C6D	8298
2D3C6E	7240
2D3C70	576B
2D3C7C	83F4
2D3C7D	53A2
2D3C7E	53A0
2D3D29	53AE
2D3D2B	5EBF
2D3D2D	5396
2D3D2F	539B
2D3D34	5EFE
2D3D48	5F4A
2D3D4E	7BF2
2D3D50	5F5C
2D3D5E	9AF4
2D3D67	9015
2D3D6C	5F93
2D3D75	60EA
2D3D76	5FB4
2D3E2B	6060
2D3E3C	803B
2D3E40	6052
2D3E60	6075
2D3F24	661A
2D3F27	6120
2D3F2A	5ABF
2D3F31	6159
2D3F3A	6185
2D3F54	61D0
2D3F67	621E
2D3F6E	6226
2D3F6F	622F
2D3F76	78A5
2D4029	5214
2D4031	64A6
2D4039	67C6
2D403F	6255
2D4049	67B4
2D404C	6283
2D404F	6294
2D4066	63CE
2D4067	62CF
2D4122	6485
2D4132	642F
2D4141	63B2
2D4147	6271
2D4150	6428
2D4152	6447
2D4153	64E3
2D4154	635C
2D416E	6534
2D4171	62CA
2D4176	6483
2D4228	5117
2D4249	53D9
2D424F	555F
2D4272	65E3
2D4277	65EE
2D4327	6630
2D4329	668E
2D432E	66EC
2D433B	6662
2D433E	667B
2D4343	6636
2D4348	6681
2D4349	66A6
2D435F	6716
2D4362	6722
2D4364	671E
2D4370	6736
2D4425	686E
2D442D	6780
2D4437	67FE
2D443A	6942
2D4440	6822
2D4444	69C5
2D444B	6852
2D4450	8308
2D4461	6746
2D4466	6973
2D446B	6936
2D4472	68CA
2D4474	690D
2D447D	684C
2D4539	6406
2D453A	6760
2D4543	6901
2D454E	697D
2D4550	58AB
2D4562	681D
2D4564	68B9
2D4569	6AC9
2D4574	5FFB
2D4621	61FD
2D462C	6B7A
2D4647	6BD8
2D466D	51B3
2D4674	51B2
2D467C	6CB2
2D4729	6D29
2D4730	51B5
2D4735	6C4E
2D4738	6FFC
2D4746	6C79
2D4756	6F94
2D475B	51C9
2D475F	51C4
2D4768	6D45
2D4829	51CF
2D482F	6E07
2D4844	6FD5
2D4845	6E29
2D4850	6EDA
2D4853	7001
2D485C	6F44
2D486B	6F82
2D486E	6F97
2D4874	6F5C
2D493A	702C
2D4947	7AC8
2D4954	70F1
2D4956	70B0
2D496B	70DF
2D4971	70A4
2D4A26	713C
2D4A28	8B8C
2D4A34	718F
2D4A3B	4E89
2D4A45	5C12
2D4A46	58BB
2D4A58	7F9D
2D4A5B	7282
2D4A60	6C02
2D4B22	736A
2D4B35	73C9
2D4B3F	73CE
2D4B43	746F
2D4B45	6BEC
2D4B5B	78AF
2D4B71	7F3E
2D4B72	7506
2D4C2C	583A
2D4C2D	756E
2D4C35	7567
2D4C3C	53E0
2D4C3E	758E
2D4C5D	7661
2D4C7E	4F70
2D4D21	7681
2D4D34	76C7
2D4D38	76D7
2D4D4F	771F
2D4D5F	7741
2D4D65	53E1
2D4D6D	7792
2D4D71	7719
2D4E24	6998
2D4E33	78AA
2D4E5B	945B
2D4E79	5FA1
2D4F29	9F9D
2D4F37	7980
2D4F3E	7A3E
2D4F41	4E69
2D4F45	9834
2D4F48	7A42
2D4F5E	7AB0
2D4F6B	7AF8
2D4F7C	7B5E
2D502B	693E
2D502D	7B5D
2D5036	84D1
2D504F	7C58
2D506F	7CFA
2D5124	5E0B
2D5129	7D25
2D514A	6DD6
2D514D	7D2C
2D516A	7DB3
2D5179	7E62
2D517D	7D99
2D5228	9262
2D522B	9475
2D5232	8FA0
2D5233	7F78
2D5238	898A
2D5240	7FA1
2D5241	7FA3
2D524A	7FC4
2D5259	98DC
2D525D	6537
2D5265	79D0
2D5267	79CF
2D526B	7085
2D526C	8EAD
2D527B	8074
2D5321	7C9B
2D5323	5B8D
2D532C	6BD3
2D5340	812C
2D5344	8107
2D534B	80F7
2D535E	8193
2D5361	811A
2D537E	81C8
2D5421	9AD7
2D5424	5367
2D5434	64E7
2D5440	6841
2D5446	8229
2D5447	824A
2D5461	8306
2D5468	6959
2D546F	83C0
2D5476	8318
2D5529	830E
2D552D	8358
2D552E	82FA
2D5547	837D
2D5550	585F
2D5554	855A
2D555A	8386
2D555B	8385
2D5561	76D6
2D5573	83D4
2D562E	8024
2D5635	846F
2D563C	8613
2D563F	6A97
2D5664	9F04
2D5675	9F05
2D567B	8717
2D572B	8797
2D572D	8748
2D5730	87C7
2D573B	60F7
2D5749	885E
2D5758	890E
2D575B	886E
2D5760	5E2C
2D5763	88E1
2D5773	7D5D
2D5831	89A7
2D5833	752A
2D5836	89E6
2D584D	548F
2D5856	612C
2D5927	8ACC
2D592C	8B01
2D593D	8AE9
2D5941	5629
2D594C	8B72
2D594F	8B83
2D5957	7AEA
2D5959	8277
2D595F	732A
2D5960	72B2
2D5963	8C98
2D5965	72F8
2D5A34	8CAD
2D5A3D	8CDB
2D5A48	8D71
2D5A4E	8D82
2D5A5F	8E5F
2D5A63	8DE5
2D5A7E	8E7B
2D5B2F	8EB1
2D5B42	8F19
2D5B43	8EFD
2D5B5D	8FA2
2D5B5E	8FA7
2D5B69	5EF5
2D5B7A	8FEF
2D5C2F	8FE8
2D5C3F	5FA7
2D5C40	5FA8
2D5C48	9013
2D5C5A	8FE9
2D5C5B	9089
2D5C74	96A3
2D5D23	9167
2D5D2F	9196
2D5D56	920E
2D5D65	8216
2D5D68	8021
2D5E21	9418
2D5E24	7145
2D5E26	7194
2D5E28	93C1
2D5E3B	92B9
2D5E43	92F3
2D5E4A	945A
2D5E50	9587
2D5E61	6FF6
2D5F28	9665
2D5F2C	5826
2D5F2D	964F
2D5F2E	661C
2D5F35	78D2
2D5F3B	96A0
2D5F43	9CEB
2D5F46	96BD
2D5F4B	96D1
2D5F4C	9DC4
2D5F63	873A
2D5F73	975A
2D6021	978C
2D602D	976D
2D6030	97EE
2D6056	980B
2D6078	9920
2D6079	8218
2D6132	99EE
2D6134	99DE
2D6147	99C8
2D6159	9AC4
2D615A	8EC6
2D6162	9A0C
2D616A	6B1D
2D6222	9C0C
2D6229	9C53
2D622C	9F08
2D6235	9D76
2D6241	9D5E
2D6251	5869
2D6252	78B1
2D625F	83FB
2D6260	5E85
2D6262	9EC4
2D6275	76B7
2D627E	658B
2D632B	5C28
2D632D	4E80
2D6B33	5231
2D6B5F	5273
2D6F7D	8123
2D7143	55E2
2D7164	55D4
2D7345	56D3
2D753A	9654
2D7552	579B
2D7A44	598D
2D7E6A	51A4
2E257B	5D1F
2E284C	5ECF
2E2968	5F51
2E2B5B	605A
2E2B74	609B
2E2D79	6128
2E2F7A	6738
2E2F7C	634D
2E3028	640B
2E313A	6332
2E3144	651F
2E3172	5261
2E3328	6528
2E337B	630E
2E363F	52C5
2E3645	69E3
2E3654	657F
2E3729	65B5
2E3870	714A
2E3936	66CD
2E3A26	661D
2E3A33	80AD
2E3B22	690F
2E3D62	684A
2E3D73	7A1C
2E3E3F	7BA0
2E3F2D	69B2
2E403D	6AC1
2E4174	6AA9
2E4670	6CD0
2E4731	6C73
2E4739	6C67
2E4747	6D64
2E4873	6FA3
2E492F	6CD9
2E493B	6E7C
2E4A6B	6EA6
2E4C35	6DE5
2E4C7B	6E86
2E4D3D	6D38
2E4E41	7032
2E4E56	9800
2E4E5D	6DE0
2E4E72	6F74
2E506D	70B1
2E525D	715B
2E5452	71FE
2E5A40	73B3
2E5A78	74A2
2E5F6F	75B8
2E604A	7690
2E6060	76A1
2E624F	772D
2E625F	77C1
2E684E	8020
2E686F	7A19
2E6B54	7B04
2E6C26	7BE0
2E6C27	7B2E
2E6C3E	7B59
2E6C46	7BE6
2E6F35	6CD4
2E6F43	9908
2E7062	7D4F
2E715A	7E27
2E717C	7D63
2E7328	5FAD
2E735D	7D56
2E7374	7E89
2E742E	7516
2E7431	7F48
2E7450	7F82
2E7451	7F58
2E765F	8037
2E7C2E	831C
2E7D24	83F0
2F252D	6A22
2F252E	8507
2F2A5A	868B
2F2A64	87B5
2F2A73	87CA
2F2D79	88B5
2F2F5D	7E48
2F312B	89BB
2F3143	89F5
2F317D	8A7E
2F3363	8B1A
2F3639	8C7C
2F3833	8D91
2F386F	8DD7
2F3A5E	8E6E
2F3B63	5E32
2F3C2D	8F3C
2F3D5D	900E
2F4053	914F
2F4231	8019
2F445F	941A
2F4A2E	90B4
2F4A4A	5F8F
2F5158	7CC7
2F5476	9AE1
2F575F	9ABE
2F585C	9C51
2F5870	9C1B
2F5973	9CEC
2F5A48	9D44
2F5D3C	6EF7
2F5D49	9EA4
2F5D5C	730A
2F5E42	9EC9
2F5E66	9B12
2F5E7D	6641
2F5F45	86A1
333021	58F9
33303A	8FFA
33304C	4E79
333051	8CB3
333060	4EAF
333066	5FC8
33306C	8B90
333078	5F77
33314C	5FA0
333240	4FFB
333251	5FBA
33325D	4FA1
33327A	5150
333323	4E21
33332A	4E93
333330	518A
33333C	6C37
333344	51DB
33334E	51FE
333377	5270
33337B	52E6
333421	91FC
333423	5264
333428	523C
333475	9628
33347D	53C1
333529	53DC
33354E	608B
333556	9A03
33355C	5449
333564	5415
333573	8656
333623	9F69
33362A	9B28
333642	8A92
33365A	5405
333768	8FF4
33386E	576F
33392F	9029
333944	5B2D
333963	59C9
333C21	7895
333C52	8CEC
333D28	53A8
333D2A	5E83
333D2F	5E81
333D42	7D43
333D48	5F3A
333D4C	7030
333D54	4EFD
333D75	5FB3
333E7D	7652
333F22	6168
333F24	7718
333F3F	51F4
333F55	5B3E
333F58	61F4
333F5B	6133
334045	629B
334050	62D5
334131	6425
33417E	629E
33422A	62E1
33423D	53CE
334243	52B9
334244	6559
334256	6B5B
334260	89D4
334277	65EF
33432F	664B
33433E	95C7
334342	7156
334357	6702
334369	5932
334425	76C3
334449	6144
334527	6918
334550	7F47
33456D	826A
334621	8B99
334633	6B8B
33463C	6BBB
334665	6C61
334674	76C5
33467A	6CA1
334729	6E2B
334730	6E5F
334740	6D1A
33474A	6D1F
334755	6FEC
33475E	6FB9
33475F	60BD
33476F	6D44
334770	5A6C
33477B	904A
33483B	6CDD
33485E	67D2
33492E	6F81
33494A	70D6
334968	7133
33496A	934A
334A28	91BC
334A58	89DD
334C2C	754D
334C36	753B
334C37	8E6F
334C3E	8E08
334C7B	767A
334E37	784E
334E73	79A5
334F37	5EE9
334F3A	7A49
334F59	7A93
334F5E	7A91
334F71	54B2
33502A	9257
33502B	724B
335065	7A45
33512E	7E8D
33513C	7D4C
335147	7EEE
33514C	7DD1
33515C	7DAB
33516B	7DD0
33516D	6374
335172	7D89
335223	7E8E
335228	94B5
335230	7F6E
335234	99E1
335238	8989
33523F	8B71
335259	7E59
33525B	71FF
335276	8061
335333	80BB
335347	81D9
33537D	9AD5
335445	67C1
335446	8221
335461	6CD6
335561	8462
335568	8406
335577	8602
335635	85AC
335652	87C1
33567C	8671
33572E	880E
335738	880F
335760	88E0
335772	8943
335773	88B4
335821	97C8
335830	658D
335834	89E7
335941	54D7
335958	8C4A
335A7B	8E28
335B70	5EF8
335D23	8A76
335D3B	57DC
335E21	9221
335E2F	5257
335E3D	9244
335E42	9452
335F34	90C4
335F3D	96B7
335F43	9D08
335F49	9D70
335F73	9759
336054	985B
336058	9855
336062	98C3
33615A	8EB0
336162	9A23
336179	9C7B
33625E	9EAA
33625F	8534
336275	76BC
33627D	6589
336321	6B6F
33632B	7ADC
336B33	524F
336C6B	6031
337345	9F67
342453	5CBD
343875	5FDE
343A5B	572C
343E38	7BDA
344138	8022
344177	8264
34492F	6D34
345175	7162
345452	7118
345D6B	756D
345E3B	80AC
345E47	75FE
346126	6900
346622	589D
34682A	7C7C
34715A	7E1A
347431	58DC
34782A	90C5
347D24	83C7
35344D	8B5B
35347B	8B2D
354156	91BE
355053	98C8
355739	9C76
355D5C	8C8E
355E76	82BE
39302D	534B
39303A	5EFC
39304C	4E81
393052	65BC
393054	4F0D
393078	9AE3
393246	4F1D
393428	5227
393439	61C3
39345B	965E
393460	604A
393573	5611
393577	9FA2
39365A	8AE0
39365E	559E
393770	56F2
393944	59B3
393B39	5BF3
393B6E	5C97
393B78	5CC4
393C52	8D26
393D6F	8907
393E47	8CC9
393E4C	6142
393E61	60AA
393E7D	7609
394022	6443
394042	646D
39417C	62E0
394243	4FF2
39424F	5554
394330	6644
394444	8988
39447D	6AC2
39456D	826B
394634	6B96
394735	6C3E
39476F	51C0
39483B	9061
394928	6D5C
394944	6B12
394956	792E
394A60	9AE6
394C2D	7546
395050	7BED
39505B	9B3B
395063	9939
395179	7D75
395230	5BD8
39525B	66DC
39526B	7094
395477	85A6
39553C	5D0B
395564	6726
395568	83DD
395577	854B
39563C	56CC
395643	4E55
395652	87A1
395773	7DAF
395821	97E4
395829	69FB
39593F	8A3C
395A2F	58F2
395A36	983C
395D23	91BB
395E2F	5277
395E3D	9295
395E42	9274
395E6F	7A7D
395E71	5742
395F49	5F6B
395F68	8987
396074	55B0
396167	9B2A
396179	5C20
396223	9BFD
396B2F	521F
396B33	5259
396C6B	60A4
3A284C	53A9
3A2F7C	64C0
3A3B7D	67B1
3A4034	6855
3A6A7C	7BEA
3A787D	80FC
3A7970	81D5
3B2D44	8842
3B3922	8DB5
3F304C	5E79
3F3078	5023
3F347D	84E1
3F3573	8B3C
3F377B	784E
3F3D6F	8986
3F3E47	5379
3F3F24	614E
3F404F	638A
3F424F	542F
3F4472	7881
3F456D	8263
3F4621	9A69
3F4629	4E97
3F462B	5E30
3F476F	51C8
3F4926	6E08
3F4956	7832
3F4A28	9DF0
3F4A60	7266
3F4C3C	7582
3F516D	6403
3F5564	61DE
3F5631	517F
3F5959	8276
3F5E60	9586
3F5F34	9699
3F5F35	6B9E
3F5F49	7431
3F614C	99C5
3F6179	5C1F
45304C	69A6
453051	8D30
453336	5B82
453421	5271
453666	5AD0
453755	56AE
453768	5EFB
453D53	5F66
453F6D	52E0
454146	63DB
45456D	6A10
45462B	7688
45465B	6C2F
454738	6CFA
454774	6E15
454B7A	7523
454C3C	7589
454E43	788C
454E75	7984
